,Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,Target,Prediction
31180,20647.0,20303.0,20716.0,20454.0,27753.0,23677.0,19295.0,-72.75831046429197,1.911212951444986,coca,cana
31204,10728.0,9962.0,9576.0,9427.0,17842.0,15253.0,10236.0,-72.73652067206682,1.9799342938775335,coca,cana
31213,10144.0,9231.0,9188.0,8312.0,20825.0,15824.0,9771.0,-72.52898463511474,2.152366560512228,coca,cana
31244,12744.0,11767.0,10853.0,10983.0,7725.0,5432.0,5286.0,-75.56288324155244,0.7840920966824592,coca,cana
31395,10417.0,9521.0,8987.0,8654.0,16273.0,13516.0,9040.0,-72.48865634469365,2.089121394855422,coca,cana
31459,10538.0,9720.0,9193.0,9044.0,17149.0,15274.0,10295.0,-72.43541559907146,1.9236375791763853,coca,cana
31469,10748.0,9907.0,9456.0,9021.0,18472.0,15636.0,10388.0,-72.45668108002127,2.0277903143189944,coca,cana
31708,11955.0,10938.0,9840.0,9885.0,7908.0,13144.0,13213.0,-75.23572960697322,1.217032433746246,coca,cana
31880,9605.0,8648.0,8337.0,6972.0,24156.0,11675.0,7196.0,-71.93122601214958,1.4719484128503328,coca,cana
31894,11678.0,10717.0,9653.0,9445.0,9650.0,12327.0,12479.0,-75.30690515709989,1.0798252503060353,coca,cana
31955,11608.0,10628.0,9697.0,9456.0,4242.0,4300.0,5107.0,-75.12490308384089,1.3079647319747136,coca,cana
32041,10114.0,9129.0,8334.0,7243.0,18545.0,10036.0,6904.0,-72.16203790841087,1.475373749603936,coca,cana
32146,21878.0,21622.0,22574.0,23245.0,30453.0,28795.0,22285.0,-75.51402846807241,1.839192829213278,coca,cana
32229,10261.0,9381.0,9186.0,8545.0,17872.0,14801.0,9605.0,-72.42257363277388,2.200587785665774,coca,cana
32272,19867.0,19699.0,19355.0,20142.0,28636.0,28511.0,23156.0,-72.37139633752629,2.182467850289801,coca,cana
32331,11137.0,10320.0,10378.0,10271.0,18863.0,22360.0,15030.0,-72.67874123372378,1.7450009401656734,coca,cana
32348,11487.0,10456.0,9182.0,9066.0,6760.0,13861.0,14799.0,-75.30838316399034,1.0285277530313968,coca,cana
32363,9805.0,8765.0,8375.0,7189.0,15793.0,8870.0,6122.0,-72.40407485664927,1.5925316496938604,coca,cana
32379,11127.0,10162.0,9332.0,8963.0,12705.0,14546.0,11993.0,-75.59212558662843,0.703480940090956,coca,cana
32389,11510.0,10575.0,10326.0,9779.0,16905.0,16604.0,12830.0,-75.24730460476371,0.9674644956823305,coca,cana
32411,33128.0,34101.0,34650.0,36336.0,43965.0,36829.0,28197.0,-72.75978749838252,1.9154186150741528,coca,cana
32615,10839.0,10003.0,9516.0,9005.0,17019.0,16158.0,11052.0,-75.30577197881527,1.702991657987056,coca,cana
32703,9774.0,8730.0,7799.0,6860.0,22891.0,10243.0,6491.0,-72.17290774404178,2.1143345761959087,coca,cana
32765,10966.0,10090.0,9358.0,9267.0,14638.0,16910.0,12504.0,-75.29755353211199,1.7538829369668583,coca,cana
32874,10536.0,9645.0,9235.0,8001.0,15848.0,10132.0,6960.0,-72.47337614181643,2.121634838536203,coca,cana
33021,11396.0,10565.0,10866.0,9525.0,27717.0,17323.0,10563.0,-72.51088582095664,2.176741202480661,coca,cana
33091,10571.0,9688.0,9504.0,8177.0,21262.0,12876.0,8313.0,-72.58572112350947,1.8800636351549451,coca,cana
33105,11026.0,10211.0,9893.0,9330.0,20922.0,15261.0,9819.0,-72.36814059764652,2.116442411936651,coca,cana
33152,9974.0,8880.0,7909.0,6943.0,12312.0,7423.0,6570.0,-71.81133333986425,1.6030760828013466,coca,cana
33161,10469.0,9547.0,8548.0,8813.0,9512.0,18540.0,16034.0,-75.9132945531825,1.4232741821904318,coca,cana
33196,10099.0,9169.0,8376.0,7198.0,20057.0,11181.0,7268.0,-72.3846480196283,1.7168214007787472,coca,cana
33433,10819.0,9930.0,9562.0,8644.0,19779.0,13347.0,8743.0,-72.43566739928168,2.1878667941530145,coca,cana
33537,11686.0,10758.0,10285.0,10086.0,3444.0,1780.0,3209.0,-75.24556921175024,1.183376002514283,coca,cana
33730,11991.0,11174.0,10831.0,11131.0,18450.0,20240.0,15281.0,-75.38674646112116,1.271568689687262,coca,cana
33748,9963.0,9002.0,8273.0,7166.0,18277.0,10381.0,6993.0,-71.90206753685764,1.5247564687300468,coca,cana
33826,10695.0,9860.0,9529.0,9199.0,17289.0,16388.0,10968.0,-72.49340066718226,1.984056385155853,coca,cana
